spread,rolling mean,rolling std,z-score
3.0105683781490598,-3.3681031144110527,8.539352890192497,0.7469736377666344
2.742600136967667,-3.3292528753860875,8.544814763337802,0.7105891912842296
3.621086629950071,-3.294994983044548,8.555341021056636,0.8083934463830924
6.448585102060235,-3.245130077868117,8.575422074544019,1.1304067713126291
2.674020818333389,-3.2139824778970567,8.582635716332158,0.6860367247121983
2.4461647327722744,-3.182611075740156,8.58884151110364,0.6553591425846615
2.0798133706903172,-3.1470665568084515,8.592023784285121,0.608340951878971
3.5741116541583438,-3.0841391233534354,8.582907393186382,0.7757570334263995
6.204997756001546,-3.009892429852539,8.582012185510719,1.0737447100590085
0.874264562858798,-2.9767084994705226,8.580794636353028,0.44878979459716384
-3.7441344168879027,-2.9222650515624564,8.531895382455815,-0.0963290486443916
-9.708964971619736,-2.8836201651894298,8.47863574476655,-0.8050050753322266
-3.200627718228162,-2.794287246941972,8.35483826182948,-0.04863534859108246
-0.5911914835505172,-2.7068644487463227,8.261279583069962,0.2560950690413026
-7.563816973270434,-2.6475354760524095,8.171660709860147,-0.6016257492538704
-3.448412630025615,-2.5812074279147295,8.096412110372889,-0.10710981485241437
-4.417709378550342,-2.5192275314373878,8.02169284789842,-0.23666847922385006
-6.388654705180443,-2.4630695204343036,7.944190043145783,-0.4941454274665948
-6.710215079802822,-2.421864487663077,7.894775792654874,-0.5431883950560739
-10.20351543041238,-2.395192778454184,7.856846375173121,-0.9938240203641686
-10.890673039847627,-2.3848969745356707,7.843945222719388,-1.084374740491
-1.0705553970337576,-2.3513750330247754,7.831379975017348,0.16354967324748926
1.128510993104726,-2.3172958838749227,7.827747981772082,0.4402041155391887
1.2075363410395425,-2.2936711986640774,7.829372881134773,0.4471887586475715
-6.205405461416575,-2.307695299455216,7.833216250267485,-0.4975874580033791
-5.515288171584132,-2.335813037692394,7.831957319537164,-0.405961754408492
-7.090150326106681,-2.3613023536783033,7.836954789758467,-0.6034037581291342
-4.1989673822054385,-2.3797869329876717,7.835769178096566,-0.23216360868604285
-2.4950551097958,-2.3881618342167967,7.834755973628002,-0.013643472233061081
-8.35428329722447,-2.4015762820181723,7.842091254711243,-0.7590713780115893
-12.895257913530827,-2.4141469409067136,7.856407106057206,-1.3340845034040165
-12.991766916146588,-2.423203918886563,7.86731609468502,-1.343350498450152
-10.522576628064371,-2.4181476186619437,7.861675170381303,-1.0308781314109356
-8.706369000448063,-2.406453206942779,7.850066145531548,-0.8025302814921316
-15.592778454109975,-2.4108102284090402,7.857103823443258,-1.6777133816623202
-12.984080402105405,-2.408637255720388,7.854091111589978,-1.3464884728392374
-10.00463243639615,-2.3747013415809435,7.802346555983506,-0.9779021016394003
-9.59720822648731,-2.322341115989393,7.708493221915841,-0.9437469685793988
-9.120527535717656,-2.291671568318628,7.665721528081806,-0.8908301641773586
-8.736311159268382,-2.2529918241388636,7.6080693470478975,-0.8521635436518717
-11.059528693104966,-2.2213461672471073,7.554385852233989,-1.1699405747515828
-14.944853579695035,-2.2145858044452895,7.5421761030108,-1.6878772918293283
-11.646722957121824,-2.184475101828793,7.48891469813775,-1.2635005520420717
-12.602169985082838,-2.166089137858469,7.4574374039832145,-1.3994191679906267
-15.631394631636397,-2.1836659342441904,7.483992129377906,-1.7968656921222637
-15.510207219122094,-2.2060708206341406,7.515462058387856,-1.7702353222100928
-13.409078431158207,-2.223293636552326,7.5361964440642515,-1.4842745777170077
-11.602130699756572,-2.2297664838014963,7.543574336313943,-1.2424301528835657
-10.594116821547544,-2.239342577394738,7.5526852622932195,-1.1061991800272701
-10.940745150221517,-2.249680140086831,7.562838712476125,-1.1491802669012852
-12.912666818867592,-2.3261080707225252,7.572925750705145,-1.397948309100919
-10.442604431829523,-2.3842405396814064,7.578801853761243,-1.063276761635993
-7.150582682228787,-2.442464653102375,7.558728852462484,-0.6228716654643063
-7.162833067773306,-2.493466047127589,7.546991456907546,-0.6187057514649734
-7.872753560617525,-2.557234214464389,7.52415943737954,-0.7064602219546251
-8.468333829447943,-2.594127623947798,7.5302813967591895,-0.780077914223528
-12.350200726487572,-2.6295879213280595,7.55515738408187,-1.286619498574588
-11.563377576992366,-2.622499657314427,7.545892004970601,-1.1848669333974617
-12.564023403007184,-2.642722879825376,7.565732190450538,-1.3113470412955492
-11.330553252049782,-2.6422321880153397,7.565162414320598,-1.1484645785776841
-12.926329335300096,-2.646503916406604,7.5706841889904215,-1.3578462873729176
-12.183279108348728,-2.6575855612043497,7.582629794068775,-1.2562519608428584
-12.622431758143904,-2.650954118083294,7.573137735710037,-1.3166903848904723
-10.093238406467151,-2.6223338175439688,7.53104599039908,-0.9920142033984962
-7.872646163266836,-2.6052204673330213,7.514109821697664,-0.7010046194325843
-9.581037582044303,-2.607833299436629,7.516429394178056,-0.9277283024848015
-7.64954963295861,-2.603811090764934,7.5134467590312015,-0.6715610962610034
-5.7389372702993455,-2.5819517189068697,7.496192312202266,-0.42114521878708344
-10.232737076980612,-2.5818668787399117,7.496105254952789,-1.0206460472504246
-12.313473649563775,-2.60547159202351,7.517401090098253,-1.2914040292897797
-9.525781449904002,-2.596702957862718,7.507991868310413,-0.9228937129363984
-6.6345677756892485,-2.5747433323779907,7.487950743130463,-0.5421809761550301
-4.706267212104251,-2.5522785919495075,7.4729557541329195,-0.28823783935338837
-1.360330225460416,-2.5122750960236493,7.452135804719888,0.15457915700269942
-0.08224023544485703,-2.464630683695101,7.429011387396145,0.32068741371054316
2.356350970920687,-2.4157839269100325,7.420040484591277,0.6431413558646623
1.4628927920726653,-2.3690330654644307,7.407154505741569,0.5173276532259214
0.3787294533997283,-2.3249687473604195,7.390254463960186,0.3658464284207242
-0.014276223989384107,-2.289270326372775,7.379552322995248,0.3082834842561297
-0.04626720203134482,-2.256736958062542,7.371259845363706,0.2998767920820908
1.837803925065856,-2.214122025304283,7.363732239844567,0.5502543843793628
4.743212651321301,-2.14832779991052,7.351471606722069,0.9374368588909879
3.737933555327629,-2.096789841002728,7.347012843510524,0.7941626781670944
2.7922218542680923,-2.0312241513029043,7.31644108538048,0.6592612377087379
5.301661370155472,-1.9537791429699622,7.290209526646376,0.9952307250712262
5.171347398705734,-1.8932228497421302,7.285744424835857,0.969642885683164
6.5236377770879415,-1.8188136301760691,7.275525563512877,1.1466458793165157
5.582075102648673,-1.7506500141479968,7.2640238724222534,1.0094577393440625
5.834211003736158,-1.697063619812441,7.269992285614193,1.0359398370272592
9.179032423228847,-1.63340747493135,7.294771977119511,1.482217666580129
12.45588065110644,-1.5749597595311164,7.348435726707034,1.9093642419221415
8.820072621930422,-1.5320671791422824,7.3774984096455745,1.4032046130349536
8.043547553530658,-1.4845008491290863,7.4004971855798845,1.287487605728094
9.898021210617173,-1.430616508817871,7.4338016781672165,1.523935963035819
6.609019272362218,-1.391449990725988,7.450102897838416,1.0738736595717993
7.449929280193544,-1.3569549078426995,7.470889154046455,1.17882677770238
3.9963367247332258,-1.3374002067723114,7.478452629469521,0.7132139756408249
5.036981778646947,-1.3083450044868299,7.488972738303884,0.8472893419252688
13.842010584214648,-1.2521217524524586,7.5493159653127995,1.999403973289876
10.210213182793638,-1.2026789842040169,7.583482168241769,1.5049672319126366
12.247688690116433,-1.1348862657939207,7.627106804519852,1.754606995667058
14.694074549962977,-1.0645196692143422,7.69100668207561,2.0489637924647424
14.751976068473596,-1.0055634275525283,7.755068377836281,2.0319020707877486
12.87746019768133,-0.9574907627675107,7.803472540691554,1.7729223609496767
9.34209563762576,-0.9104914103426506,7.829757371606055,1.3094386660241275
7.415498607418272,-0.8681161510416784,7.845854392236561,1.0557951173114495
7.403704685697647,-0.8108293394157529,7.853364979015066,1.0459890820130493
4.6178288788148905,-0.7557265019458426,7.842496019717148,0.6851843299953041
2.289613895892302,-0.7110592269973486,7.82758544453942,0.3833459429028579
3.244294442061289,-0.6651099157295581,7.816632052052481,0.5001392328252576
2.1421011659776923,-0.6257480752330732,7.805643003351595,0.35459593015236585
14.372660503304786,-0.5418722842835151,7.852840865895837,1.899253154659066
14.429198939190599,-0.45995185645289016,7.9009568258306855,1.8844743901100969
10.41282858867001,-0.3968799853260409,7.924118694225715,1.364152783561036
10.324266992872765,-0.3340884257921892,7.946188945523276,1.3413166351486845
9.77469535054368,-0.27041504649048276,7.962697034522088,1.2615211094286045
7.455315190125418,-0.20830727409667604,7.961671878324034,0.962564469039048
6.432548925463664,-0.15494607293838433,7.960936128130899,0.8274774338565993
1.9410015057643761,-0.13244818836983754,7.958807774212051,0.26052265024575144
1.0999045782248231,-0.10809206039022892,7.953125686360375,0.1518895445958774
-1.5255198413895243,-0.0929057317301662,7.946722918043304,-0.1802773450684381
-0.12290159825539604,-0.07903496858010396,7.9435948440769595,-0.005522264231288265
-0.8079861884119737,-0.07746940549515824,7.943411417319483,-0.09196511983806191
-2.547828334758293,-0.07186646005668713,7.941159739707364,-0.31178844852110316
-3.323897062413579,-0.0718055183461106,7.9411346242471925,-0.40952479688955806
-4.1271230467200155,-0.06614829006543206,7.937721541655565,-0.5116045877073673
-1.029698910710323,-0.051445211594962674,7.932469003570345,-0.12332272570810622
-0.8886725606010089,-0.038967792481472086,7.9286532841083694,-0.10716886432940947
-1.5805521663749857,-0.031164060475047127,7.926154060010353,-0.19547791957729307
0.10941746531551644,-0.011643797200154578,7.920393996347489,0.015284752573104158
1.7842365098897517,0.01408669239479065,7.915633833325675,0.22362704677450324
2.161489685908805,0.03390778310533607,7.914728822544216,0.268812987849096
2.251934034770386,0.04605641455397967,7.915778557152836,0.27866843473319963
4.451436250238629,0.0663980234816087,7.9205041223831945,0.5536312031408437
6.2492130562998796,0.09301126855345816,7.929998821166471,0.7763181214244959
7.2031064179660405,0.14789134462803183,7.9311643934410645,0.8895560252379272
6.446188620767458,0.19660348972640684,7.932004271155744,0.7878948267548583
9.20681484761434,0.2631979211734536,7.936942326378071,1.1268340575837594
10.734317647741136,0.3307256065895407,7.953401490862993,1.3080682589837096
12.24680838267264,0.40675391973308056,7.975430398847481,1.4845662078187718
9.714904472454862,0.4852515414820621,7.969283637973801,1.158153398756359
9.28658372713926,0.558636531788481,7.9648274317253955,1.0958112112493152
11.538441818887264,0.6339694015734705,7.978586438582806,1.36671733787103
13.439659763734113,0.7177392918233,8.001835892360624,1.5898752040211757
13.200493165517685,0.7926455021718808,8.03004832800761,1.545177208967608
12.966897326934202,0.8463246000425678,8.06610060225136,1.5026557843214372
13.014034956763396,0.9010502657760842,8.1017485032454,1.495107467991026
10.460676392317993,0.9434327247822638,8.123768244650602,1.1715306715947629
11.240511031671645,0.9835644917721628,8.149618910568648,1.2585798983309506
7.9435874158928925,1.0056663754878408,8.160949220205843,0.8501365286316604
6.8291032835859085,1.019825939767898,8.167970187139753,0.7112265606655322
6.905439736189862,1.0325157867927492,8.174643949977781,0.7184317733389569
6.310094580274807,1.0281600779461506,8.171525332376362,0.6463829318867959
9.476761325569043,1.021910722299279,8.164428258345284,1.035571669654593
9.331219323889627,0.999537698965978,8.133723287965097,1.0243379728999948
11.344755252603761,0.9799250643536122,8.102613055470307,1.2791959973026916
11.993947627144365,0.9630594750787983,8.075090720076624,1.3660389133016324
11.569608806597557,0.9590102829917839,8.069491143053794,1.3149030509488024
8.56583629810936,0.9577200601835641,8.06824375332697,0.9429705485519773
8.780973399817697,0.962306297330618,8.072376295080407,0.9685706930253056
9.887715089295227,0.980949278015416,8.087588897106395,1.1012881496074194
6.039014362169723,0.9700266988297418,8.078852385960223,0.6274390744097623
6.301129076999331,0.9547987522533777,8.065106541444745,0.6628964288658035
5.568780180404161,0.9223638616168233,8.029833192101576,0.5786441894406618
7.928932357705833,0.8933178244933139,7.990949499154868,0.8804478784350487
3.4085358050045897,0.8291428061591081,7.904748232344239,0.326309317264686
3.4116198639977426,0.7641735063349655,7.815111906102886,0.3387598782296853
5.115737263617206,0.7005934542140266,7.713210523601022,0.572413237768325
4.40695867502626,0.6777082534281731,7.693521085071512,0.48472609360027813
6.275914732239528,0.6699386876697605,7.6868456051441125,0.7292947370789122
4.823031248216182,0.6586163540487022,7.678581422587907,0.5423416989389624
4.083662657784032,0.6454866502858948,7.669845268377742,0.4482718864842693
4.941191189481657,0.6387516773797177,7.665305684582389,0.5612874018521727
5.196830836478256,0.640245729716708,7.6661606116815015,0.5943764209450998
5.202774605000229,0.6382955354573292,7.664932219671762,0.5955015567950275
6.223498405445781,0.640922224682773,7.6667392995118435,0.7281552121015072
-1.335970043001737,0.6130997970250236,7.661116710064688,-0.2544106706358091
3.042535255579253,0.6153625510215478,7.661752210975954,0.31679081203913434
4.767380317483827,0.6251787306860883,7.665494769458591,0.5403697623408984
4.979760703692364,0.6434551027080643,7.670382710381732,0.5653310616581338
7.1331152232313,0.6723067661411328,7.681099980317526,0.8411306289002485
6.374064354210475,0.7036904489629067,7.688200411520677,0.7375424158754472
5.557152446689969,0.7183763357051627,7.693943401437172,0.6289071622337329
3.466278372470242,0.7090474172024899,7.689160221063289,0.35858674757676867
1.9902033463171733,0.6924288015152869,7.681814998320401,0.16894113501635225
2.1981853255780095,0.6783269470351578,7.675749601573199,0.19800781128026193
2.5485072569891827,0.6684008374064324,7.6716901651759235,0.2450706922598505
3.6342917718510535,0.6671638482033899,7.671184689389853,0.3867887482557354
-0.1751266075101796,0.6622609555937379,7.671327188285934,-0.10915810818010771
-1.2905677316285278,0.6651874089806732,7.670437419835916,-0.2549730913065761
-0.8523180883521775,0.6821985314736598,7.662262797877872,-0.20026937998665806
3.8951941391295577,0.718914969918563,7.655372188892167,0.4149085231701379
5.289034557651803,0.7610518113538097,7.651170108691685,0.5918026500488116
4.050979799706681,0.7955225927852395,7.646325872319568,0.4257544422356505
1.9749419223144287,0.8154238729167634,7.642828510753218,0.15171321033387836
0.905123116390655,0.8384144342843829,7.634311271852662,0.008738009197008225
-0.13716781842680348,0.8777406691642659,7.603475140705519,-0.13347955623050767
-3.1874995867956386,0.9124048177412082,7.5646981691988415,-0.5419785843181973
-3.4045344845602585,0.9512847354272677,7.5168920357018525,-0.5794707705391199
-4.133869418437882,0.9780136121842917,7.486606059506579,-0.6828037952031742
-0.6761886436614759,1.013939261709305,7.456681849882411,-0.2266595168462811
-1.6951270405839978,1.0422936499248308,7.432607159521067,-0.3682988528463031
-3.110618318307047,1.0519554642531248,7.425588753097098,-0.5605715480572536
-6.464576331527127,1.043944376655768,7.432629260386258,-1.0102105789402298
-3.813085602225385,1.030350226161245,7.438388086158391,-0.6511405122031024
-6.298868108788952,1.0205447616036754,7.446442143980644,-0.9829409439928704
-4.926812602824924,1.0141493716655237,7.450871481413359,-0.7973512882768855
-6.8061891508166354,1.0028049447759868,7.460625807885722,-1.0466942447828815
-7.358775541175618,1.00356334644716,7.459762593014442,-1.120992629906686
-3.928546946666245,1.0030909789566733,7.460072343355039,-0.6610710591856002
-7.906770255611491,0.9852494932884573,7.476029753970349,-1.1894040074115007
-3.7012906262077365,0.9778680763058738,7.479748888512498,-0.6255769775506671
-4.9161974165151605,0.966055142234963,7.486721912389243,-0.7856913382899935
-7.12141655993338,0.9165396654967234,7.49882214944072,-1.0718958344717633
-6.027963294937393,0.8836633250774367,7.511073628341202,-0.9201915680782964
-2.502061272651389,0.8570830070371511,7.511156461873501,-0.4472206506068004
0.2752332600644536,0.8449587729774004,7.509613714993512,-0.07586615431036708
-4.923328917218896,0.8312672060813122,7.516998414210448,-0.7655444109741302
-4.054915321894498,0.8261986818212781,7.519871575774461,-0.6490953940543961
-4.9651461458820165,0.811002252593462,7.527717241340006,-0.7673173969333722
-3.1958667311951103,0.8173279816008256,7.523660550400994,-0.5334098589259244
-0.2537498848832911,0.8410752100709161,7.5107357970953945,-0.14576802120740368
-2.1544276283169665,0.8489415642307582,7.506538429247539,-0.4001004218996298
0.6927444915336309,0.8669395228516634,7.500679597000888,-0.0232238997900515
2.2163633919381596,0.8897675087764796,7.495977673047048,0.1769743642556009
-1.1287255795525653,0.867345800514862,7.493521190665829,-0.26637295462029226
1.49348703317105,0.8449599692182587,7.4831427160419715,0.08666506687925551
2.398429490028434,0.8411886320314524,7.482115219646577,0.20812842522231823
1.688955996584241,0.8288167129951846,7.478108584099175,0.11502096738980022
-4.340669407145782,0.8052439087192476,7.4850284664426985,-0.6874941543556552
-3.555812736689745,0.7691286854033957,7.484023131175442,-0.5778899057750326
1.3354551621538349,0.7412664183560399,7.468716779209933,0.07955700575656992
1.4074537721826914,0.7306274551200701,7.465838749353257,0.09065643389649324
-0.5763790292414228,0.6957101358776652,7.451221028261912,-0.17072224274305525
-2.853169187049616,0.633599753100717,7.415079852676417,-0.47022675539924363
-6.2973557603647805,0.5740841581392282,7.410261317708474,-0.9272871257702031
-6.664599864814505,0.49212308352226347,7.3754289649062,-0.9703466716837652
-1.6719872150787864,0.4723559966463077,7.37452365210872,-0.2907771827556518
-2.1927947233850205,0.4455763532332152,7.371889156110125,-0.3578961946859232
-0.7632124754975393,0.4200570723112845,7.364867400093017,-0.16066406678195988
-1.7368015186028742,0.3885403451551381,7.35700078598573,-0.2888869969684593
-1.5570689062705014,0.3646544715287299,7.3534927478149745,-0.2613347756914909
-3.2297975040370375,0.3200589939677219,7.341019372710902,-0.48356451846466975
-4.718167577742804,0.28803421639625604,7.345341389691543,-0.6815478721199761
-7.336225546929313,0.24091513259339473,7.356048422744357,-1.0300558457574518
-7.591742639070219,0.19284426548294337,7.3675321626654435,-1.0566071152021732
-5.858232968518507,0.14914550948158772,7.370647011741684,-0.8150408598363403
-4.37845305725412,0.10575430459524472,7.364962548001693,-0.6088567772915624
-3.890748476052437,0.07342336772788145,7.364551065897996,-0.5382774602700032
-6.0061128942647315,0.03812535482310097,7.3723152584703655,-0.8198561831906673
-7.051618697322482,-0.0053851934642389935,7.381704942628582,-0.9545536645832284
-3.3573520860904296,-0.027336312157885685,7.383421892835827,-0.4510125281021359
-3.646779479604078,-0.053754359212461626,7.384418898757881,-0.48656843140304407
-5.950760043526799,-0.08825182024616983,7.391605942113105,-0.7931305144230485
-5.291486176134185,-0.12361917265126608,7.395108397578202,-0.6988223465629423
-8.386650030659808,-0.18248915333666307,7.40162713378441,-1.108426664709386
-7.687150945262488,-0.2236049143033134,7.414462940055174,-1.0066199118264978
-8.147269151923922,-0.2656423503536951,7.429281707016571,-1.0608867872282242
-4.456224703134666,-0.29157900937681014,7.432469197725616,-0.5603313761505079
-3.463932095975224,-0.31950775441702267,7.4311085348483195,-0.4231433744793749
-2.085160461317173,-0.35240520766035094,7.420452118522392,-0.2335107384267927
-0.2766897800003676,-0.356972486798681,7.420048291268652,0.01081970138830282
-1.196201795345246,-0.3468616430624006,7.417149815016321,-0.11451031372769656
-1.0375808001637097,-0.3124513884137656,7.393620509983944,-0.09807501085168878
-3.7266257954369166,-0.3145386823709432,7.394513313255017,-0.4614349813867594
-2.9906517834843385,-0.3240603502278234,7.396415576865371,-0.3605248252406373
-2.0037160732642008,-0.3019964577674812,7.383013857796602,-0.23049118534427124
-0.968114191081952,-0.2921540036446889,7.380455417773845,-0.09158786947068258
-0.7628274514486293,-0.2776505039339678,7.375905639140768,-0.06577862722918193
3.7072714098279675,-0.23758730506488682,7.369996983190112,0.5352592034827832
7.453546475130565,-0.18138190206911942,7.374445292712743,1.0353223970275223
8.67984942800382,-0.10644791453572179,7.368138726512576,1.192471758291418
10.781316350578948,-0.020447956637203633,7.368241491121038,1.4659894521959704
14.265480116019035,0.04040932714475189,7.422665932611852,1.9164368864259034
12.439129075495885,0.0852927322336057,7.463356695290572,1.6552654318475268
10.686036637288169,0.12290582864729072,7.492861093323297,1.40975932652127
9.021828922111268,0.18333136191525834,7.503016127397559,1.177992611254278
12.484154511070528,0.2547577217670626,7.534160809219513,1.6231929605668116
10.786728263273005,0.3256977161693629,7.54887524866122,1.3857734036549203
12.453969317830627,0.3917807983123632,7.58192619144165,1.5909134717156517
10.181093523327831,0.4420829754279331,7.60471283475837,1.28065460978177
10.713460812918896,0.5177486266586607,7.6116989930828876,1.3394791616859212
10.578174915003729,0.610897169629036,7.5905018411892975,1.3131250019976277
13.023491592953235,0.7141323224429241,7.581666818747691,1.6235690072890225
13.975829569019083,0.8113482200503982,7.5940653492368595,1.7335222629196372
11.192444433436776,0.8903117654229571,7.598158693200918,1.355872269058095
7.569612039213666,0.9822260134123366,7.537826980493449,0.8739104841286898
4.393051599685862,1.0511828864353179,7.488877669559004,0.44624426525681726
5.5397422847004805,1.112866913106336,7.4614180929875396,0.5933021466461788
2.7789721892031594,1.161978740152727,7.431312327470465,0.2175919107952281
2.9802135893765467,1.209997554141196,7.403649393397313,0.2391004680494536
0.4548318001709504,1.2464703436627806,7.377046910513565,-0.10731103558032262
-0.07366161488022271,1.2900650542906567,7.336383248530247,-0.1858854183284502
0.6097657007961743,1.3517897339751455,7.264327080694628,-0.10214628621981288
2.312514949337242,1.407183535191253,7.217886933304174,0.125428871706023
-0.33279796210507584,1.4558715194094185,7.164192449225997,-0.24966798340373145
-1.1076605482044783,1.5135053848198627,7.0841552027350145,-0.3700040241936504
1.8287542237473247,1.582310787370932,7.001877541552942,0.035196764712587966
0.4532740022681878,1.6373201224242113,6.937791013358296,-0.17066615553512848
-2.0473207718213757,1.6752360348366524,6.891099468048777,-0.5401978049973025
-3.409567071616493,1.7037461528919344,6.854903032627882,-0.7459351649717207
-2.4449563105843026,1.7374596006682728,6.813232888828804,-0.6138665710532513
-5.0308269962994245,1.768736742821321,6.76362214649436,-1.0053139563162934
-3.9876206213930914,1.7943517579421002,6.729327551159894,-0.8592199347375485
-5.966369249537877,1.7990510175956358,6.723467122055384,-1.1549725946692218
-4.0277664376602615,1.8114917581913224,6.709704863515946,-0.8702704984242421
-1.117495745594681,1.8382983368223655,6.684306486115139,-0.44219906561090805
-3.579769627338777,1.8576974011164495,6.661329866616988,-0.8162734975346131
-1.6957621565214254,1.8999769192512357,6.604361246082368,-0.5444491816533525
-4.375758123761642,1.928499218668818,6.561365973582806,-0.960814770554255
